influenced,influences,link,name
Lenin,"Karl Marx,Friedrich Engels,Ludwig Feuerbach,Mikhail Bakunin,Baruch Spinoza",https://en.wikipedia.org/wiki/Georgi_Plekhanov,Georgi Plekhanov
,,"https://en.wikipedia.org/wiki/Cesare,_Marquis_of_Beccaria",Cesare Beccaria
"Timon of Phlius,Epicurus,Arcesilaus,Aenesidemus,Sextus Empiricus,Galen,Michel de Montaigne","Gautama Buddha,Democritus,Homer,Xenophanes",https://en.wikipedia.org/wiki/Pyrrho,Pyrrho
,Parmenides,https://en.wikipedia.org/wiki/Melissus_of_Samos,Melissus of Samos
Democritus,Zeno of Elea,https://en.wikipedia.org/wiki/Leucippus,Leucippus
,,https://en.wikipedia.org/wiki/Gaius_Memmius_(poet),Gaius Memmius (poet)
,,https://en.wikipedia.org/wiki/List_of_Marxists,Category:Marxists
"Seneca the Younger,Hermarchus,Lucretius,Jeremy Bentham,John Stuart Mill,Baruch Spinoza,Thomas Jefferson,Karl Marx,Metrodorus of Lampsacus (the younger),David Hume,Philodemus,Pierre Gassendi","Democritus,Aristippus,Pyrrho,Nausiphanes",https://en.wikipedia.org/wiki/Epicurus,Epicurus
,,https://en.wikipedia.org/wiki/Lewis_H._Morgan,Lewis H. Morgan
,,https://en.wikipedia.org/wiki/Moses_Hess,Moses Hess
"Western philosophy,Cratylus,Antisthenes (Heraclitean),Parmenides,Anaxagoras,Empedocles,Plato,Stoicism,Georg Wilhelm Friedrich Hegel,Friedrich Engels,Ferdinand Lassalle,Friedrich Nietzsche,Oswald Spengler,Martin Heidegger,Karl Popper,J. M. E. McTaggart,Alfred North Whitehead,Carl Jung,Walter Pater,D. H. Lawrence","Thales,Anaximander,Anaximenes of Miletus,Bias of Priene",https://en.wikipedia.org/wiki/Heraclitus,Heraclitus
,,https://en.wikipedia.org/wiki/Ranajit_Guha,Ranajit Guha
,,https://en.wikipedia.org/wiki/Mahasweta_Devi,Mahasweta Devi
,,https://en.wikipedia.org/wiki/Goethe,Johann Wolfgang von Goethe
,"Friedrich Nietzsche,Sigmund Freud,Maurice Blanchot,Jacques Derrida,Jean Hyppolite,Gilles Deleuze",https://en.wikipedia.org/wiki/Sarah_Kofman,Sarah Kofman
,,https://en.wikipedia.org/wiki/David_Ricardo,David Ricardo
,,https://en.wikipedia.org/wiki/Paul_Auster,Paul Auster
,,https://en.wikipedia.org/wiki/Pierre_Joris,Pierre Joris
,,https://en.wikipedia.org/wiki/Werner_Hamacher,Werner Hamacher
,,https://en.wikipedia.org/wiki/Leslie_Hill,Leslie Hill
"Immanuel Kant,French Revolution,American Revolution,Maximilien Robespierre,Louis Antoine de Saint-Just,Counter-Enlightenment,Romanticism,David Hume,Thomas Paine,Adam Smith,Mary Wollstonecraft,G.W.F. Hegel,Pierre-Joseph Proudhon,Karl Marx,Friedrich Engels,Friedrich Nietzsche,Charles Darwin,Sigmund Freud,Jacques Derrida,Marquis de Sade,Leo Strauss,Maria Montessori,Johann Wolfgang von Goethe,Leo Tolstoy,John Dewey,Dimitri Kitsikis,Madame de Stael,Arthur Schopenhauer,Johann Gottlieb Fichte,John Rawls","Plato,Aristotle,Socrates,Niccolo Machiavelli,Thomas Hobbes,Baruch Spinoza,John Locke,Montesquieu,Denis Diderot,Voltaire,Jean le Rond d'Alembert,Louise d'Épinay",https://en.wikipedia.org/wiki/Jean-Jacques_Rousseau,Jean-Jacques Rousseau
,,https://en.wikipedia.org/wiki/Shaj_Mohan,Gandhi and Philosophy: On Theological Anti-politics
,"Walter Benjamin,Johann Peter Eckermann,Gustave Flaubert,Sigmund Freud,Johann Wolfgang von Goethe,Martin Heidegger,Ernst Jünger,R. D. Laing,Friedrich Nietzsche,Hélène Cixous,Jacques Derrida,Carl Schmitt",https://en.wikipedia.org/wiki/Avital_Ronell,Avital Ronell
,"Plato,Immanuel Kant,Martin Heidegger,Jean-Luc Nancy,Mahatma Gandhi,Ludwig Wittgenstein,Hannah Arendt,Jacques Derrida,O. V. Vijayan,Theo Jansen,Jacques Monod",https://en.wikipedia.org/wiki/Divya_Dwivedi,Divya Dwivedi
,,https://en.wikipedia.org/wiki/Claire_Denis,Claire Denis
"Lacydes of Cyrene,Carneades,Clitomachus (philosopher),Philo of Larissa,Cicero,Plutarch,Favorinus","Pyrrho,Timon of Phlius,Socrates,Plato,Theophrastus,Crantor,Polemon (scholarch),Crates of Athens",https://en.wikipedia.org/wiki/Arcesilaus,Arcesilaus
"Karl Marx,Friedrich Engels,Charles Darwin,Max Stirner,Sigmund Freud,Friedrich Nietzsche,Martin Buber,Bruno Bauer,Richard Wagner","Georg Wilhelm Friedrich Hegel,Karl Daub,Friedrich Schleiermacher,Friedrich Heinrich Jacobi,Spinoza",https://en.wikipedia.org/wiki/Ludwig_Feuerbach,Ludwig Feuerbach
,,https://en.wikipedia.org/wiki/Lenin,Vladimir Lenin
,Josiah Royce,https://en.wikipedia.org/wiki/William_Ernest_Hocking,William Ernest Hocking
,,https://en.wikipedia.org/wiki/German_philosophy,German philosophy
,,https://en.wikipedia.org/wiki/Galen,Galen
,,https://en.wikipedia.org/wiki/Ernst_Laas,Ernst Laas
,Epicurus,https://en.wikipedia.org/wiki/Metrodorus_of_Lampsacus_(the_younger),Metrodorus of Lampsacus (the younger)
"Arete of Cyrene,Aristippus the Younger,Anniceris,Hegesias of Cyrene,Theodorus the Atheist,Epicurus,Michel Onfray",Socrates,https://en.wikipedia.org/wiki/Aristippus,Aristippus
,,https://en.wikipedia.org/wiki/Ra%C3%BAl_Alfons%C3%ADn,Raúl Alfonsín
"Virgil,Horace","Epicurus,Zeno of Sidon",https://en.wikipedia.org/wiki/Philodemus,Philodemus
,,https://en.wikipedia.org/wiki/Hermarchus,Hermarchus
,,https://en.wikipedia.org/wiki/Nausiphanes,Nausiphanes
,,https://en.wikipedia.org/wiki/Ferdinand_Lassalle,Ferdinand Lassalle
,,https://en.wikipedia.org/wiki/Antisthenes_(Heraclitean),Antisthenes (Heraclitean)
,,https://en.wikipedia.org/wiki/Cratylus,Cratylus
,,https://en.wikipedia.org/wiki/Bias_of_Priene,Bias of Priene
,,https://en.wikipedia.org/wiki/A._James_Gregor,A. James Gregor
,,https://en.wikipedia.org/wiki/Margherita_Sarfatti,Margherita Sarfatti
,,https://en.wikipedia.org/wiki/Giuseppe_Bottai,Giuseppe Bottai
,,https://en.wikipedia.org/wiki/Luigi_Federzoni,Luigi Federzoni
,,https://en.wikipedia.org/wiki/Clitomachus_(philosopher),Clitomachus (philosopher)
"Clitomachus (philosopher),Philo of Larissa,Sextus Empiricus","Plato,Arcesilaus,Diogenes of Babylon",https://en.wikipedia.org/wiki/Carneades,Carneades
,,https://en.wikipedia.org/wiki/Lacydes_of_Cyrene,Lacydes of Cyrene
,,https://en.wikipedia.org/wiki/Crates_of_Athens,Crates of Athens
,,https://en.wikipedia.org/wiki/Crantor,Crantor
"Strato of Lampsacus,Alexander of Aphrodisias,Peripatetic school","Aristotle,Plato",https://en.wikipedia.org/wiki/Theophrastus,Theophrastus
"Johann Gottlieb Fichte,Georg Wilhelm Friedrich Hegel,Søren Kierkegaard,Martin Heidegger,Moses Mendelssohn,Friedrich Wilhelm Joseph Schelling,Jakob Friedrich Fries,Victor Cousin,Ludwig Feuerbach,Leo Strauss","Adam Smith,Thomas Reid,David Hume,Baruch Spinoza,Gottfried Leibniz,Christian Wolff (philosopher),Johann Wolfgang von Goethe,Johann Georg,Immanuel Kant,Moses Mendelssohn",https://en.wikipedia.org/wiki/Friedrich_Heinrich_Jacobi,Friedrich Heinrich Jacobi
,,https://en.wikipedia.org/wiki/Karl_Daub,Karl Daub
,,https://en.wikipedia.org/wiki/O._V._Vijayan,O. V. Vijayan
,,https://en.wikipedia.org/wiki/Gustave_Flaubert,Gustave Flaubert
,,https://en.wikipedia.org/wiki/Johann_Peter_Eckermann,Johann Peter Eckermann
,,https://en.wikipedia.org/wiki/Jacques_Monod,Jacques Monod
,,https://en.wikipedia.org/wiki/Theo_Jansen,Theo Jansen
Theodorus the Atheist,Aristippus,https://en.wikipedia.org/wiki/Aristippus_the_Younger,Aristippus the Younger
Philodemus,"Epicurus,Apollodorus the Epicurean",https://en.wikipedia.org/wiki/Zeno_of_Sidon,Zeno of Sidon
,,https://en.wikipedia.org/wiki/Theodorus_the_Atheist,Theodorus the Atheist
,,https://en.wikipedia.org/wiki/Hegesias_of_Cyrene,Hegesias of Cyrene
,,https://en.wikipedia.org/wiki/Anniceris,Anniceris
,,https://en.wikipedia.org/wiki/Arete_of_Cyrene,Arete of Cyrene
,,https://en.wikipedia.org/wiki/Mahatma_Gandhi,Mahatma Gandhi
,,https://en.wikipedia.org/wiki/Horace,Horace
"Karl Marx,Friedrich Engels,Max Stirner,Charles Darwin,Sigmund Freud,Friedrich Nietzsche,Karl Kautsky,Arthur Drews","G. W. F. Hegel,David Strauss,Max Stirner,Ludwig Feuerbach,Arthur de Gobineau",https://en.wikipedia.org/wiki/Bruno_Bauer,Bruno Bauer
,,https://en.wikipedia.org/wiki/Ugo_Spirito,Ugo Spirito
,,https://en.wikipedia.org/wiki/Paolo_Orano,Paolo Orano
,,https://en.wikipedia.org/wiki/Hubert_Lagardelle,Hubert Lagardelle
,,https://en.wikipedia.org/wiki/%C3%89douard_Berth,Édouard Berth
,,https://en.wikipedia.org/wiki/Richard_Wagner,Richard Wagner
"Hermann Hesse,Miguel Serrano,Michael Moynihan (journalist),Eduard Limonov,Aleksandr Dugin,Alain de Benoist,Pino Rauti,Mircea Eliade,Jocelyn Godwin,Francis Parker Yockey,Giuseppe Tucci","Gautama Buddha,Friedrich Nietzsche,Plato,René Guénon,Joseph de Maistre,Ernst Jünger,Oscar Wilde,Carlo Michelstaedter,Otto Weininger,Max Stirner",https://en.wikipedia.org/wiki/Julius_Evola,Julius Evola
"Guillaume Faye,Marco Tarchi,Patrice de Plunkett,Dragoslav Bokan,Martin A. Lee,Pat Buchanan,Aleksandr Dugin","Johann Gottfried Herder,Carl Schmitt,Antonio Gramsci,Julius Evola,Friedrich Nietzsche,Louis Dumont,Martin Heidegger,Jean Baudrillard,Oswald Spengler,Ernst Jünger,Giorgio Locchi,Georges Dumézil,José Ortega y Gasset,Vilfredo Pareto,Alasdair MacIntyre,Charles Taylor (philosopher),Martin Buber,Karl Marx",https://en.wikipedia.org/wiki/Alain_de_Benoist,Alain de Benoist
,,https://en.wikipedia.org/wiki/Curzio_Malaparte,Curzio Malaparte
,,https://en.wikipedia.org/wiki/Peripatetic_school,Peripatetic school
,,https://en.wikipedia.org/wiki/Alexander_of_Aphrodisias,Alexander of Aphrodisias
,,https://en.wikipedia.org/wiki/Apollodorus_the_Epicurean,Apollodorus the Epicurean
,,https://en.wikipedia.org/wiki/Adolf_Hitler,Adolf Hitler
,,https://en.wikipedia.org/wiki/Benito_Mussolini,Benito Mussolini
,,https://en.wikipedia.org/wiki/Johann_Georg,Johann Georg
Pierre Bayle,"Aristotle,Theophrastus",https://en.wikipedia.org/wiki/Strato_of_Lampsacus,Strato of Lampsacus
,,https://en.wikipedia.org/wiki/Giovanni_Treccani,Giovanni Treccani
,,https://en.wikipedia.org/wiki/Bertrando_Spaventa,Bertrando Spaventa
,,https://en.wikipedia.org/wiki/Pasquale_Galluppi,Pasquale Galluppi
,"Marquis de Condorcet,Melchiorre Gioia,François Guizot,David Hume,Gian Domenico Romagnosi,Jean de Sismondi,Adam Smith,Augustin Thierry",https://en.wikipedia.org/wiki/Antonio_Rosmini-Serbati,Antonio Rosmini
,"Bruno Bauer,Karl Robert Eduard von Hartmann,Albert Kalthoff",https://en.wikipedia.org/wiki/Arthur_Drews,Arthur Drews
"Konrad Lorenz,Willy Brandt,Karl Renner,Otto Bauer,Bruno Kreisky,Max Adler (Marxist),Rudolf Hilferding,Vladimir Lenin,Joseph Stalin,Leon Trotsky","Karl Marx,Friedrich Engels,Charles Darwin,Georg Wilhelm Friedrich Hegel,Bruno Bauer,Immanuel Kant,John Stuart Mill,Joseph Dietzgen",https://en.wikipedia.org/wiki/Karl_Kautsky,Karl Kautsky
,,https://en.wikipedia.org/wiki/David_Strauss,David Strauss
,,https://en.wikipedia.org/wiki/Vincenzo_Gioberti,Vincenzo Gioberti
"Salah al-Din al-Bitar,Hafiz al-Assad,Gamal Abdel Nasser,Saddam Hussein,Bashar al-Assad,Ahmad Hassan al-Bakr,Fuad al-Rikabi,Salah Jadid,Izzat Ibrahim ad-Douri,Abdullah Rimawi,Assem Qanso,Amin al-Hafiz,Nureddin al-Atassi,Akram al-Hawrani","Zaki al-Arsuzi,Muhammad,Al-Mutanabbi,Al-Ma'arri,Immanuel Kant,Auguste Comte,René Descartes,Adolf Hitler,Shibley Shamil (page does not exist),Johann Gottlieb Fichte,Jurji Zaydan,Henri Bergson,Ismail Mazhar (page does not exist),Friedrich Nietzsche,Charles Maurras,Pierre-Joseph Proudhon,Karl Marx,Georg Wilhelm Friedrich Hegel,Houston Stewart Chamberlain,Vladimir Lenin,Oswald Spengler,Giuseppe Mazzini,Georges Sorel,Alfred Rosenberg,Fyodor Dostoevsky",https://en.wikipedia.org/wiki/Michel_Aflaq,Michel Aflaq
,,https://en.wikipedia.org/wiki/Arthur_de_Gobineau,Arthur de Gobineau
,,https://en.wikipedia.org/wiki/Giuseppe_Tucci,Giuseppe Tucci
,,https://en.wikipedia.org/wiki/Jocelyn_Godwin,Joscelyn Godwin
,,https://en.wikipedia.org/wiki/Patrice_de_Plunkett,Patrice de Plunkett
,,https://en.wikipedia.org/wiki/Pino_Rauti,Pino Rauti
,,https://en.wikipedia.org/wiki/Martin_A._Lee,Martin A. Lee
,,https://en.wikipedia.org/wiki/Dragoslav_Bokan,Dragoslav Bokan
,,https://en.wikipedia.org/wiki/Marco_Tarchi,Marco Tarchi
,,https://en.wikipedia.org/wiki/Guillaume_Faye,Guillaume Faye
,,https://en.wikipedia.org/wiki/Louis_Dumont,Louis Dumont
"Alain de Benoist,Émile Benveniste,Mircea Eliade,Michel Foucault,Georges Duby,Claude Lévi-Strauss,Bernard Sergent,Deleuze,Guattari,Stig Wikander","Michel Bréal,Antoine Meillet",https://en.wikipedia.org/wiki/Georges_Dum%C3%A9zil,Georges Dumézil
,,https://en.wikipedia.org/wiki/Giorgio_Locchi,Giorgio Locchi
,,https://en.wikipedia.org/wiki/Eduard_Limonov,Eduard Limonov
,,https://en.wikipedia.org/wiki/Augustin_Thierry,Augustin Thierry
,,https://en.wikipedia.org/wiki/Jean_de_Sismondi,Jean Charles Léonard de Sismondi
,,https://en.wikipedia.org/wiki/Gian_Domenico_Romagnosi,Gian Domenico Romagnosi
,,https://en.wikipedia.org/wiki/Otto_Bauer,Otto Bauer
,,https://en.wikipedia.org/wiki/Karl_Renner,Karl Renner
,,https://en.wikipedia.org/wiki/Konrad_Lorenz,Konrad Lorenz
"Karl Marx,Vladimir Lenin,Antonie Pannekoek","Karl Marx,Ludwig Feuerbach,Georg Wilhelm Friedrich Hegel,Gottfried Leibniz,Baruch Spinoza,Immanuel Kant",https://en.wikipedia.org/wiki/Joseph_Dietzgen,Joseph Dietzgen
"Michel Aflaq,Salah al-Din al-Bitar,Hafiz al-Assad,Salah Jadid","René Descartes,Johann Gottlieb Fichte,Henri Bergson,Friedrich Nietzsche,Karl Marx,Georg Wilhelm Friedrich Hegel,Oswald Spengler",https://en.wikipedia.org/wiki/Zaki_al-Arsuzi,Zaki al-Arsuzi
,,https://en.wikipedia.org/wiki/Rudolf_Hilferding,Rudolf Hilferding
,,https://en.wikipedia.org/wiki/Bruno_Kreisky,Bruno Kreisky
,,https://en.wikipedia.org/wiki/Willy_Brandt,Willy Brandt
,,https://en.wikipedia.org/wiki/Akram_al-Hawrani,Akram al-Hawrani
,,https://en.wikipedia.org/wiki/Nureddin_al-Atassi,Nureddin al-Atassi
,,https://en.wikipedia.org/wiki/Amin_al-Hafiz,Amin al-Hafiz
,,https://en.wikipedia.org/wiki/Assem_Qanso,Assem Qanso
,,https://en.wikipedia.org/wiki/Fuad_al-Rikabi,Fuad al-Rikabi
,,https://en.wikipedia.org/wiki/Abdullah_Rimawi,Abdullah Rimawi
,,https://en.wikipedia.org/wiki/Izzat_Ibrahim_ad-Douri,Izzat Ibrahim al-Douri
,,https://en.wikipedia.org/wiki/Salah_Jadid,Salah Jadid
"Georges Dumézil,Antoine Meillet","Franz Bopp,Albrecht Weber",https://en.wikipedia.org/wiki/Michel_Br%C3%A9al,Michel Bréal
,,https://en.wikipedia.org/wiki/Ahmad_Hassan_al-Bakr,Ahmed Hassan al-Bakr
,,https://en.wikipedia.org/wiki/Stig_Wikander,Stig Wikander
"Gilles Deleuze,Brian Massumi,Antonio Negri,Bryan Reynolds,Michael Hardt","Sigmund Freud,Karl Marx,Friedrich Nietzsche,Jacques Lacan,Gilles Deleuze",https://en.wikipedia.org/wiki/Guattari,Félix Guattari
,,https://en.wikipedia.org/wiki/Bernard_Sergent,Bernard Sergent
,,https://en.wikipedia.org/wiki/Saddam_Hussein,Saddam Hussein
,,https://en.wikipedia.org/wiki/Georges_Duby,Georges Duby
,,https://en.wikipedia.org/wiki/%C3%89mile_Benveniste,Émile Benveniste
,,https://en.wikipedia.org/wiki/Bashar_al-Assad,Bashar al-Assad
,,https://en.wikipedia.org/wiki/Salah_al-Din_al-Bitar,Salah al-Din al-Bitar
"Milman Parry,Émile Benveniste,Georges Dumézil,Hrachia Adjarian,Marcel Cohen,André Martinet,Aurélien Sauvageot,Lucien Tesnière,Joseph Vendryes","Michel Bréal,Ferdinand de Saussure",https://en.wikipedia.org/wiki/Antoine_Meillet,Antoine Meillet
,,https://en.wikipedia.org/wiki/Antonie_Pannekoek,Antonie Pannekoek
,,https://en.wikipedia.org/wiki/Hafiz_al-Assad,Hafez al-Assad
,,https://en.wikipedia.org/wiki/Jurji_Zaydan,Jurji Zaydan
"Taha Hussein,Turan Dursun","Al-Mutannabi,Abu Tammam",https://en.wikipedia.org/wiki/Al-Ma%27arri,Al-Ma'arri
,,https://en.wikipedia.org/wiki/Gamal_Abdel_Nasser,Gamal Abdel Nasser
,,https://en.wikipedia.org/wiki/Houston_Stewart_Chamberlain,Houston Stewart Chamberlain
,,https://en.wikipedia.org/wiki/Fyodor_Dostoevsky,Fyodor Dostoevsky
,,https://en.wikipedia.org/wiki/Alfred_Rosenberg,Alfred Rosenberg
"Muhammad Mahdi al-Jawahiri,Abd al-Wahhab Al-Bayati,Mohammed Ridha Al-Shabibi","Antarah ibn Shaddad,Saleh",https://en.wikipedia.org/wiki/Al-Mutanabbi,Al-Mutanabbi
,,https://en.wikipedia.org/wiki/Albert_Kalthoff,Albert Kalthoff
,,https://en.wikipedia.org/wiki/Melchiorre_Gioia,Melchiorre Gioia
,,https://en.wikipedia.org/wiki/Michael_Moynihan_(journalist),Michael Jenkins Moynihan
,,https://en.wikipedia.org/wiki/Albrecht_Weber,Albrecht Weber
,,https://en.wikipedia.org/wiki/Muhammad,Muhammad
,,https://en.wikipedia.org/wiki/Miguel_Serrano,Miguel Serrano
,,https://en.wikipedia.org/wiki/Hermann_Hesse,Hermann Hesse
"Julius Evola,Claudio Magris,Aldo Capitini","Heraclitus,Hegel,Ibsen,Leopardi,Marx,Nietzsche,Parmenides,Schopenhauer,Socrates,Stirner,Tolstoy",https://en.wikipedia.org/wiki/Carlo_Michelstaedter,Carlo Michelstaedter
,,https://en.wikipedia.org/wiki/Hippolyte_Taine,Hippolyte Taine
,"Thomas Reid,Nicolas Malebranche,Georg Wilhelm Friedrich Hegel,Immanuel Kant,Johann Gottfried von Herder,David Strauss",https://en.wikipedia.org/wiki/Ernest_Renan,Ernest Renan
,,https://en.wikipedia.org/wiki/Hrachia_Adjarian,Hrachia Acharian
"Steve Bannon,Alexandr Dugin,Mircea Eliade,Frithjof Schuon,Michel Valsan,Hossein Nasr,Marco Pallis,Huston Smith,Olavo de Carvalho,Titus Burckhardt,Martin Lings,Jean Borella,Wolfgang Smith,Julius Evola,Jean-Louis Michon,Mateus Soares de Azevedo,Ananda Coomaraswamy,Seraphim Rose,Charles Upton (poet)","Adi Shankara,Ibn Arabi,Laozi,Plato,Aristotle,Socrates",https://en.wikipedia.org/wiki/Ren%C3%A9_Gu%C3%A9non,René Guénon
,,https://en.wikipedia.org/wiki/Joseph_Vendryes,Joseph Vendryes
Igor Mel'čuk,"Wilhelm von Humboldt,Ferdinand de Saussure",https://en.wikipedia.org/wiki/Lucien_Tesni%C3%A8re,Lucien Tesnière
,,https://en.wikipedia.org/wiki/Aur%C3%A9lien_Sauvageot,Aurélien Sauvageot
,,https://en.wikipedia.org/wiki/Andr%C3%A9_Martinet,André Martinet
,,https://en.wikipedia.org/wiki/Marcel_Cohen,Marcel Cohen
,,https://en.wikipedia.org/wiki/Turan_Dursun,Turan Dursun
,,https://en.wikipedia.org/wiki/Milman_Parry,Milman Parry
,,https://en.wikipedia.org/wiki/Elisabeth_Lloyd,Elisabeth Lloyd
"Naguib Mahfouz,Tahar Ben Jelloun","Al-Ma'arri,Ibn Khaldūn,René Descartes",https://en.wikipedia.org/wiki/Taha_Hussein,Taha Hussein
,,https://en.wikipedia.org/wiki/Abu_Tammam,Abu Tammam
"Muhammad Mahdi al-Jawahiri,Abd al-Wahhab Al-Bayati,Mohammed Ridha Al-Shabibi","Antarah ibn Shaddad,Saleh",https://en.wikipedia.org/wiki/Al-Mutannabi,Al-Mutanabbi
,,https://en.wikipedia.org/wiki/Nancy_Cartwright_(philosopher),Nancy Cartwright (philosopher)
,,https://en.wikipedia.org/wiki/Mohammed_Ridha_Al-Shabibi,Mohammed Ridha Al-Shabibi
,,https://en.wikipedia.org/wiki/Abd_al-Wahhab_Al-Bayati,Abd al-Wahhab Al-Bayati
,,https://en.wikipedia.org/wiki/Muhammad_Mahdi_al-Jawahiri,Muhammad Mahdi al-Jawahiri
,,https://en.wikipedia.org/wiki/Saleh,Saleh
"Saleh,Muhammad Mahdi al-Jawahiri,Abd al-Wahhab Al-Bayati,Mohammed Ridha Al-Shabibi",,https://en.wikipedia.org/wiki/Antarah_ibn_Shaddad,Antarah ibn Shaddad
,Hans Reichenbach,https://en.wikipedia.org/wiki/Adolf_Gr%C3%BCnbaum,Adolf Grünbaum
,,https://en.wikipedia.org/wiki/Igor_Mel%27%C4%8Duk,Igor Mel'čuk
,Carlo Michelstaedter,https://en.wikipedia.org/wiki/Aldo_Capitini,Aldo Capitini
,,https://en.wikipedia.org/wiki/New_Left,New Left
"Western philosophy,Islamic philosophy,Christian philosophy,Age of Enlightenment,List of writers influenced by Aristotle",Plato,https://en.wikipedia.org/wiki/Aristotle,Aristotle
,,https://en.wikipedia.org/wiki/Adi_Shankara,Adi Shankara
,,https://en.wikipedia.org/wiki/Mateus_Soares_de_Azevedo,Mateus Soares de Azevedo
,,https://en.wikipedia.org/wiki/Jean-Louis_Michon,Jean-Louis Michon
,,https://en.wikipedia.org/wiki/Charles_Upton_(poet),Charles Upton (poet)
,,https://en.wikipedia.org/wiki/Claudio_Magris,Claudio Magris
,,https://en.wikipedia.org/wiki/Naguib_Mahfouz,Naguib Mahfouz
,,https://en.wikipedia.org/wiki/Ananda_Coomaraswamy,Ananda Coomaraswamy
,,https://en.wikipedia.org/wiki/Tahar_Ben_Jelloun,Tahar Ben Jelloun
"Ibn al-Khatib,Ibn al-Azraq,Niccolò Machiavelli,Abu Yahya ibn al-Sakkak,Al-Maqrizi,Mahdi Amel,Arthur Laffer,Ronald Reagan",,https://en.wikipedia.org/wiki/Ibn_Khald%C5%ABn,Ibn Khaldun
,,https://en.wikipedia.org/wiki/Martin_Lings,Martin Lings
,,https://en.wikipedia.org/wiki/Titus_Burckhardt,Titus Burckhardt
,,https://en.wikipedia.org/wiki/Huston_Smith,Huston Smith
Olavo de Carvalho,"Plato,Aristotle,Thomas Aquinas,Adi Shankara,Meister Eckhart,Edmund Husserl,Alfred North Whitehead,René Guénon",https://en.wikipedia.org/wiki/Wolfgang_Smith,Wolfgang Smith
,,https://en.wikipedia.org/wiki/Jean_Borella,Jean Borella
,,https://en.wikipedia.org/wiki/Marco_Pallis,Marco Pallis
,,https://en.wikipedia.org/wiki/Michel_Valsan,Michel Valsan
"Martin Lings,Hossein Nasr,Titus Burckhardt,Wolfgang Smith,Huston Smith,Harry Oldmeadow,Jean Borella,James Cutsinger,Marco Pallis,Joseph Epes Brown,William Stoddart,Whitall Perry,Thomas Merton,Algis Uzdavinys,Leo Schaya,Charles Upton (poet),Philip Sherrard,Michael O. Fitzgerald,Jean-Louis Michon,Ali Lakhani","René Guénon,Adi Shankara,Plato,Meister Eckhart,Ibn Arabi,Ahmad al-Alawi,Thomas Yellowtail",https://en.wikipedia.org/wiki/Frithjof_Schuon,Frithjof Schuon
,,https://en.wikipedia.org/wiki/Stirner,Stirner
,,https://en.wikipedia.org/wiki/Ibsen,Henrik Ibsen
,,https://en.wikipedia.org/wiki/Norman_Fairclough,Norman Fairclough
,,https://en.wikipedia.org/wiki/Stuart_Hall_(cultural_theorist),Stuart Hall (cultural theorist)
,,https://en.wikipedia.org/wiki/Tolstoy,Leo Tolstoy
,,https://en.wikipedia.org/wiki/Errico_Malatesta,Errico Malatesta
,,https://en.wikipedia.org/wiki/Vilfredo_Pareto,Vilfredo Pareto
,,https://en.wikipedia.org/wiki/Amedeo_Bordiga,Amadeo Bordiga
"Benedetto Croce,Antonio Gramsci,Amadeo Bordiga,Georges Sorel,Leon Trotsky","Karl Marx,Georg Wilhelm Friedrich Hegel,Johann Friedrich Herbart",https://en.wikipedia.org/wiki/Antonio_Labriola,Antonio Labriola
,,https://en.wikipedia.org/wiki/List_of_writers_influenced_by_Aristotle,List of writers influenced by Aristotle
"Loïc Wacquant,Anthony Giddens,Édouard Louis,Antanas Mockus,Didier Eribon,Béatrice Galinon-Mélénec","Gaston Bachelard,Karl Marx,Max Weber,Georges Canguilhem,Émile Durkheim,Norbert Elias,Edmund Husserl,Jean-Paul Sartre,Maurice Merleau-Ponty,Blaise Pascal,Raymond Aron,Marcel Mauss,Louis Althusser,Erwin Panofsky,Claude Lévi-Strauss,Ludwig Wittgenstein,Henri Gouhier,Michel Foucault,P. F. Strawson,Martin Heidegger,Immanuel Kant,Ernst Cassirer,Ferdinand de Saussure",https://en.wikipedia.org/wiki/Pierre_Bourdieu,Pierre Bourdieu
,,https://en.wikipedia.org/wiki/Arthur_Laffer,Arthur Laffer
,"Karl Marx,Louis Althusser,Nicos Poulantzas,Ibn Khaldun",https://en.wikipedia.org/wiki/Mahdi_Amel,Mahdi Amel
,,https://en.wikipedia.org/wiki/Al-Maqrizi,Al-Maqrizi
,,https://en.wikipedia.org/wiki/Harold_Pinter,Harold Pinter
,,https://en.wikipedia.org/wiki/Ren%C3%A9_Leibowitz,René Leibowitz
,,https://en.wikipedia.org/wiki/Michael_O._Fitzgerald,Michael O. Fitzgerald
,,https://en.wikipedia.org/wiki/Philip_Sherrard,Philip Sherrard
,,https://en.wikipedia.org/wiki/Ibn_al-Khatib,Ibn al-Khatib
,,https://en.wikipedia.org/wiki/Ali_Lakhani,Ali Lakhani
,,https://en.wikipedia.org/wiki/Ibn_al-Azraq,Ibn al-Azraq
,,https://en.wikipedia.org/wiki/Abu_Yahya_ibn_al-Sakkak,Abu Yahya ibn al-Sakkak
,,https://en.wikipedia.org/wiki/Ronald_Reagan,Ronald Reagan
,,https://en.wikipedia.org/wiki/Age_of_Enlightenment,Age of Enlightenment
,,https://en.wikipedia.org/wiki/Leo_Schaya,Leo Schaya
,,https://en.wikipedia.org/wiki/Algis_Uzdavinys,Algis Uždavinys
,,https://en.wikipedia.org/wiki/Whitall_Perry,Whitall Perry
,,https://en.wikipedia.org/wiki/William_Stoddart,William Stoddart
